bug_id,decision
75702,not-found
109280,not-found
110015,not-found
127665,found
133481,not-found
134523,not-found
133925,found
115016,not-found
133486,not-found
111441,not-found
68282,not-found
134676,not-found
91108,not-found
107621,not-found
133888,not-found
131073,not-found
133891,not-found
117053,not-found
133489,not-found
134739,not-found
133834,not-found
123356,not-found
134741,not-found
134985,not-found
134720,not-found
130530,not-found
133618,not-found
108065,not-found
120546,not-found
120658,not-found
131120,not-found
134536,not-found
134742,not-found
135061,not-found
135091,not-found
107509,not-found
97213,found
44419,not-found
100100,not-found
98856,not-found
50139,not-found
96328,not-found
135526,not-found
135326,not-found
135112,not-found
135565,not-found
134713,not-found
108102,not-found
135515,not-found
134930,not-found
135550,not-found
135053,not-found
133525,found
135824,found
135841,not-found
113673,not-found
124182,found
135500,not-found
76657,not-found
135122,found
135697,found
95619,not-found
128990,not-found
127659,found
127799,not-found
135278,not-found
120432,not-found
99729,not-found
135560,not-found
74375,not-found
136362,not-found
136598,not-found
129168,not-found
135168,not-found
137162,not-found
128181,not-found
137167,not-found
136312,not-found
137182,not-found
137244,found
136618,not-found
137204,not-found
137474,found
133355,not-found
134736,not-found
30826,not-found
137688,not-found
137732,found
137925,not-found
138088,not-found
137756,found
137427,not-found
131305,not-found
137954,not-found
108515,not-found
138318,not-found
138323,not-found
137964,not-found
114499,found
115526,not-found
115524,not-found
137172,not-found
138325,found
82147,not-found
87258,not-found
135884,not-found
93200,not-found
128843,not-found
94705,not-found
99948,found
129336,not-found
126351,not-found
108030,found
107587,not-found
107373,not-found
138320,not-found
131284,found
100963,not-found
138628,not-found
133555,not-found
135816,not-found
138547,not-found
138639,not-found
138888,not-found
138875,not-found
138566,not-found
138880,found
138855,not-found
138943,not-found
101623,not-found
138937,found
133609,not-found
138930,not-found
129035,found
139158,not-found
139150,not-found
139175,not-found
139170,not-found
139691,not-found
139565,not-found
138767,not-found
139889,found
139436,not-found
139762,not-found
139741,not-found
139915,found
139822,not-found
139230,not-found
139145,not-found
138577,not-found
139677,not-found
139662,not-found
138944,not-found
139172,not-found
139639,not-found
140080,not-found
136746,not-found
139694,not-found
139905,found
