bug_id,fixed_file,decision
75702,N/A,not-localizable
109280,N/A,not-localizable
110015,N/A,not-localizable
127665,Test,localizable
133481,N/A,not-localizable
134523,N/A,not-localizable
133925,N/A,not-localizable
115016,N/A,not-localizable
133486,N/A,not-localizable
111441,N/A,not-localizable
68282,N/A,not-localizable
134676,N/A,not-localizable
91108,N/A,not-localizable
107621,JavaSpellingReconcileStrategy,localizable
133888,N/A,not-localizable
131073,N/A,not-localizable
133891,N/A,not-localizable
117053,N/A,not-localizable
133489,N/A,not-localizable
134739,N/A,not-localizable
133834,N/A,not-localizable
123356,N/A,not-localizable
134741,N/A,not-localizable
134985,N/A,not-localizable
134720,N/A,not-localizable
130530,N/A,not-localizable
133618,N/A,not-localizable
108065,N/A,not-localizable
120546,N/A,not-localizable
120658,N/A,not-localizable
131120,N/A,not-localizable
134536,N/A,not-localizable
134742,N/A,not-localizable
135061,N/A,not-localizable
135091,N/A,not-localizable
107509,N/A,not-localizable
97213,N/A,not-localizable
44419,N/A,not-localizable
100100,N/A,not-localizable
98856,N/A,not-localizable
50139,N/A,not-localizable
96328,N/A,not-localizable
135526,SourceViewerInformationControl,localizable
135326,N/A,not-localizable
135112,N/A,not-localizable
135565,OpenViewActionGroup,localizable
134713,N/A,not-localizable
108102,N/A,not-localizable
135515,N/A,not-localizable
134930,N/A,not-localizable
135550,N/A,not-localizable
135053,N/A,not-localizable
133525,N/A,not-localizable
135824,N/A,not-localizable
135841,SourceViewerInformationControl,localizable
113673,N/A,not-localizable
124182,N/A,not-localizable
135500,N/A,not-localizable
76657,N/A,not-localizable
135122,N/A,not-localizable
135697,N/A,not-localizable
95619,N/A,not-localizable
128990,N/A,not-localizable
127659,N/A,not-localizable
127799,N/A,not-localizable
135278,N/A,not-localizable
120432,N/A,not-localizable
99729,N/A,not-localizable
135560,N/A,not-localizable
74375,N/A,not-localizable
136362,N/A,not-localizable
136598,N/A,not-localizable
129168,N/A,not-localizable
135168,N/A,not-localizable
137162,N/A,not-localizable
128181,N/A,not-localizable
137167,SourceViewerInformationControl,localizable
136312,N/A,not-localizable
137182,N/A,not-localizable
137244,N/A,not-localizable
136618,N/A,not-localizable
137204,N/A,not-localizable
137474,N/A,not-localizable
133355,N/A,not-localizable
134736,N/A,not-localizable
30826,N/A,not-localizable
137688,N/A,not-localizable
137732,NewTypeWizardPage,localizable
137925,N/A,not-localizable
138088,N/A,not-localizable
137756,N/A,not-localizable
137427,N/A,not-localizable
131305,N/A,not-localizable
137954,N/A,not-localizable
108515,N/A,not-localizable
138318,N/A,not-localizable
138323,N/A,not-localizable
137964,N/A,not-localizable
114499,N/A,not-localizable
115526,N/A,not-localizable
115524,N/A,not-localizable
137172,N/A,not-localizable
138325,N/A,not-localizable
82147,N/A,not-localizable
