bug_id,fixed_file,decision
219958,N/A,not-localizable
191684,N/A,not-localizable
219386,N/A,not-localizable
220423,PageSwitcher,localizable
220564,N/A,not-localizable
220582,FilteredItemsSelectionDialog,localizable
187762,FilteredTree,localizable
172087,N/A,not-localizable
208103,N/A,not-localizable
220663,N/A,not-localizable
208392,N/A,not-localizable
220473,N/A,not-localizable
210568,N/A,not-localizable
212177,N/A,not-localizable
220843,N/A,not-localizable
220368,N/A,not-localizable
220456,N/A,not-localizable
220546,DecorationResult,localizable
162140,StatusLine,localizable
221337,MarkerItem,localizable
221416,MessageDialogWithToggle,localizable
220523,N/A,not-localizable
221528,ProgressViewerContentProvider,localizable
84225,WorkingSetRegistry,localizable
220766,N/A,not-localizable
133495,N/A,not-localizable
220694,N/A,not-localizable
221493,WorkbenchStatusDialog,localizable
221860,N/A,not-localizable
215543,N/A,not-localizable
221768,N/A,not-localizable
222153,N/A,not-localizable
221521,N/A,not-localizable
220662,N/A,not-localizable
222411,SaveAsDialog,localizable
217985,N/A,not-localizable
222375,N/A,not-localizable
221649,WizardArchiveFileResourceImportPage1,localizable
222397,N/A,not-localizable
218360,N/A,not-localizable
218882,N/A,not-localizable
214919,N/A,not-localizable
76351,InputDialog,localizable
157445,PopupDialog,localizable
210376,N/A,not-localizable
214392,ComboFieldEditor,localizable
221222,WorkbenchStatusDialog,localizable
218467,AbstractOperation,localizable
220697,N/A,not-localizable
220696,N/A,not-localizable
213504,N/A,not-localizable
223074,WorkbenchStatusDialog,localizable
223246,N/A,not-localizable
222861,N/A,not-localizable
218053,N/A,not-localizable
209699,N/A,not-localizable
218967,N/A,not-localizable
223339,PopupDialog,localizable
131516,N/A,not-localizable
223375,ParameterizedCommand,localizable
136244,PopupDialog,localizable
223313,N/A,not-localizable
220767,PopupDialog,localizable
191254,N/A,not-localizable
223649,N/A,not-localizable
223653,N/A,not-localizable
219874,N/A,not-localizable
223481,RefreshAction,localizable
223732,StyledString,localizable
219273,N/A,not-localizable
222627,N/A,not-localizable
223886,N/A,not-localizable
222391,N/A,not-localizable
216860,CopyAction,localizable
223808,N/A,not-localizable
223790,N/A,not-localizable
223846,N/A,not-localizable
224335,N/A,not-localizable
224428,ViewerCell,localizable
224451,N/A,not-localizable
224571,N/A,not-localizable
224568,N/A,not-localizable
223995,N/A,not-localizable
223962,N/A,not-localizable
223116,ProgressInfoItem,localizable
223182,N/A,not-localizable
223108,N/A,not-localizable
109290,N/A,not-localizable
224887,N/A,not-localizable
222558,N/A,not-localizable
188652,N/A,not-localizable
9262,IStructuredContentProvider,localizable
99602,N/A,not-localizable
224673,N/A,not-localizable
224674,N/A,not-localizable
56313,N/A,not-localizable
224861,N/A,not-localizable
225051,Snippet010OwnerDraw,localizable
225966,N/A,not-localizable
225331,N/A,not-localizable
221662,N/A,not-localizable
218540,N/A,not-localizable
206179,N/A,not-localizable
206178,ActionBarAdvisor,localizable
202187,N/A,not-localizable
145557,N/A,not-localizable
127308,PageBook,localizable
136337,N/A,not-localizable
226305,N/A,not-localizable
202170,N/A,not-localizable
200376,ContainerSelectionGroup,localizable
206619,N/A,not-localizable
226124,ActionFactory,localizable
219913,UISynchronizer,localizable
168524,N/A,not-localizable
226930,N/A,not-localizable
223188,ModalContext,localizable
90959,N/A,not-localizable
226718,N/A,not-localizable
227023,N/A,not-localizable
223299,N/A,not-localizable
226277,N/A,not-localizable
186022,N/A,not-localizable
221914,WorkbenchPage,localizable
218054,N/A,not-localizable
224951,N/A,not-localizable
227661,N/A,not-localizable
224682,N/A,not-localizable
223880,N/A,not-localizable
227617,N/A,not-localizable
219184,N/A,not-localizable
214560,MultiPageEditorPart,localizable
216483,HandlerProxy,localizable
204489,N/A,not-localizable
198283,N/A,not-localizable
226217,Perspective,localizable
223056,N/A,not-localizable
228120,N/A,not-localizable
227868,N/A,not-localizable
222750,N/A,not-localizable
227973,N/A,not-localizable
228006,N/A,not-localizable
228475,N/A,not-localizable
155273,N/A,not-localizable
228863,N/A,not-localizable
170161,N/A,not-localizable
227336,N/A,not-localizable
228204,N/A,not-localizable
228786,N/A,not-localizable
197787,TableViewerFocusCellManager,localizable
219635,N/A,not-localizable
225190,ToolTip,localizable
202297,N/A,not-localizable
208934,N/A,not-localizable
228760,N/A,not-localizable
224997,N/A,not-localizable
223405,IDEExceptionHandler,localizable
229127,IWorkbenchLocationService,localizable
229240,CachedMarkerBuilder,localizable
229084,N/A,not-localizable
188674,N/A,not-localizable
185216,N/A,not-localizable
169997,TableViewer,localizable
229180,WorkbenchPreferenceNode,localizable
229386,N/A,not-localizable
229351,N/A,not-localizable
229623,N/A,not-localizable
229473,N/A,not-localizable
229440,N/A,not-localizable
229779,N/A,not-localizable
229719,IDEWorkbenchAdvisor,localizable
229807,ConfigureColumnsDialog,localizable
229864,N/A,not-localizable
225754,N/A,not-localizable
229684,N/A,not-localizable
94825,WorkbenchPlugin,localizable
228197,N/A,not-localizable
230218,N/A,not-localizable
228890,WidgetMethodHandler,localizable
230420,N/A,not-localizable
228017,N/A,not-localizable
230879,PlatformUITest,localizable
227983,FilteredItemsSelectionDialog,localizable
228717,N/A,not-localizable
228616,N/A,not-localizable
224357,N/A,not-localizable
227107,N/A,not-localizable
230179,N/A,not-localizable
230970,N/A,not-localizable
231119,RefreshAction,localizable
230472,N/A,not-localizable
210083,ViewLabelProvider,localizable
207350,Perspective,localizable
224921,N/A,not-localizable
231002,N/A,not-localizable
214271,RefactorActionProvider,localizable
227982,N/A,not-localizable
139214,N/A,not-localizable
227317,N/A,not-localizable
231175,WorkbenchLabelProvider,localizable
231307,N/A,not-localizable
231103,N/A,not-localizable
229668,N/A,not-localizable
231182,N/A,not-localizable
231636,ObjectContributorManager,localizable
226342,N/A,not-localizable
231341,RestrictionListener,localizable
231016,PopupMenuExtender,localizable
230351,N/A,not-localizable
189588,AbstractWorkingSetManager,localizable
231358,N/A,not-localizable
228880,N/A,not-localizable
